Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder Category,country_geo
Venezuela,2005,7.169620990753174,9.316228866577148,0.95527845621109,65.5,0.8381980061531067,-0.02161329798400395,0.7198000550270081,0.8029288053512573,0.2330136895179748,High,Venezuela
Venezuela,2006,6.525146007537842,9.46717643737793,0.9463098645210266,65.45999908447266,0.7982808351516724,-0.0372443757951259,0.6461709141731262,0.8366719484329224,0.1784829348325729,Medium,Venezuela
Venezuela,2008,6.2577714920043945,9.719097137451172,0.922433853149414,65.37999725341797,0.6784005165100098,-0.2320350259542465,0.776102602481842,0.8180302977561951,0.22419074177742,Medium,Venezuela
Venezuela,2009,7.188803195953369,9.567276000976562,0.9445409774780272,65.33999633789062,0.6768856644630432,-0.1238161399960517,0.8275936841964722,0.7924982905387878,0.1802264153957367,High,Venezuela
Venezuela,2010,7.47845458984375,9.747844696044922,0.9315758347511292,65.30000305175781,0.7682569622993469,-0.1628440767526626,0.7542689442634583,0.8473997712135315,0.1296858936548233,High,Venezuela
Venezuela,2011,6.579789161682129,9.85850715637207,0.9306198954582214,65.26000213623047,0.7663350105285645,-0.2347257882356643,0.7715393304824829,0.8234338760375977,0.1986662596464157,Medium,Venezuela
Venezuela,2012,7.066577434539795,9.8624849319458,0.9316296577453612,65.22000122070312,0.8041085600852966,-0.2010907232761383,0.7433743476867676,0.843570351600647,0.1763078570365905,High,Venezuela
Venezuela,2013,6.552796363830566,9.801931381225586,0.8963010907173157,65.18000030517578,0.6419652104377747,-0.229989156126976,0.8372997045516968,0.8121441006660461,0.2376091033220291,Medium,Venezuela
Venezuela,2014,6.136096477508545,9.365731239318848,0.9039558172225952,65.13999938964844,0.5699619054794312,-0.1907950490713119,0.8265349864959717,0.796721875667572,0.2436035722494125,Medium,Venezuela
Venezuela,2015,5.568800449371338,8.532186508178711,0.9110868573188782,65.0999984741211,0.5121593475341797,-0.088825948536396,0.813096821308136,0.8370686173439026,0.2226352393627166,Medium,Venezuela
Venezuela,2016,4.041114807128906,7.602412223815918,0.9019492864608764,64.92500305175781,0.4576015770435333,-0.0595121867954731,0.8901246786117554,0.6756623387336731,0.3917541205883026,Low,Venezuela
Venezuela,2017,5.070750713348389,5.943209171295166,0.895879328250885,64.75,0.6355050206184387,0.0500788986682891,0.8439692258834839,0.697486162185669,0.3629848659038543,Medium,Venezuela
Venezuela,2018,5.0056633949279785,5.935121536254883,0.8868820667266846,64.57499694824219,0.610855221748352,0.0679524317383766,0.8275600075721741,0.7232599258422852,0.373657613992691,Medium,Venezuela
Venezuela,2019,5.080803394317627,5.526723384857178,0.8876715302467346,64.4000015258789,0.6255261898040771,0.1237920969724655,0.8393403887748718,0.7295529842376709,0.3509504497051239,Medium,Venezuela
Venezuela,2020,4.573829650878906,9.50294589996338,0.8052242398262024,64.2249984741211,0.6118146181106567,-0.02161329798400395,0.81131911277771,0.6893494725227356,0.396250456571579,Low,Venezuela
Venezuela,2021,5.107553005218506,9.50294589996338,0.8124180436134338,64.05000305175781,0.5956203937530518,-0.02161329798400395,0.823898434638977,0.6975867748260498,0.3893508017063141,Medium,Venezuela
Venezuela,2022,5.9489922523498535,9.50294589996338,0.8993663191795349,63.875,0.7704167366027832,-0.02161329798400395,0.7980164289474487,0.754336953163147,0.2922520041465759,Medium,Venezuela
Venezuela,2023,5.7653632164001465,9.50294589996338,0.8846679329872131,63.70000076293945,0.756530225276947,-0.02161329798400395,0.8253929018974304,0.7576852440834045,0.3000379502773285,Medium,Venezuela
