Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder Category,country_geo
Yemen,2007,4.477132797241211,8.211858749389648,0.8249689340591431,58.720001220703125,0.6726853251457214,0.005911658052355,0.7984966337680817,0.5236518383026123,0.3787844479084015,Low,Yemen
Yemen,2009,4.809258937835693,8.25021743774414,0.7564297318458557,58.63999938964844,0.6442286968231201,-0.0555502250790596,0.8324272036552429,0.5107883214950562,0.3741599321365356,Low,Yemen
Yemen,2010,4.35031270980835,8.413556098937988,0.726612389087677,58.59999847412109,0.6592839956283569,-0.1068101078271865,0.8534032106399536,0.5136130452156067,0.3083327710628509,Low,Yemen
Yemen,2011,3.74625563621521,8.263951301574707,0.6626795530319214,58.560001373291016,0.6382105946540833,-0.1735916435718536,0.7538824677467346,0.4159445762634277,0.2848625779151916,Low,Yemen
Yemen,2012,4.060600757598877,8.179214477539062,0.681678295135498,58.52000045776367,0.705815315246582,-0.1719205528497696,0.7932327389717102,0.4125697910785675,0.2628165781497955,Low,Yemen
Yemen,2013,4.217678546905518,8.166424751281738,0.6939052939414978,58.47999954223633,0.5425474643707275,-0.178859069943428,0.8851965069770813,0.4783293604850769,0.2656850516796112,Low,Yemen
Yemen,2014,3.9679579734802246,8.159071922302246,0.6382522583007812,58.43999862670898,0.6639087200164795,-0.165577545762062,0.8854292035102844,0.5265769958496094,0.2756737470626831,Low,Yemen
Yemen,2015,2.9826738834381104,7.772318363189697,0.6686834692955017,58.400001525878906,0.6099807620048523,-0.138422206044197,0.8290975689888,0.4580022692680359,0.3213570713996887,Low,Yemen
Yemen,2016,3.8256309032440186,7.552322387695312,0.7754070162773132,58.17499923706055,0.5329640507698059,-0.144254595041275,0.7984966337680817,0.4010073840618133,0.2279245257377624,Low,Yemen
Yemen,2017,3.2535600662231445,7.2434773445129395,0.789555013179779,57.95000076293945,0.5951907634735107,-0.1277617216110229,0.7984966337680817,0.3681063055992126,0.2950635850429535,Low,Yemen
Yemen,2018,3.057513952255249,7.44357442855835,0.7894219160079956,57.72499847412109,0.5527260899543762,-0.1271631568670272,0.7925868630409241,0.409409612417221,0.3148699402809143,Low,Yemen
Yemen,2019,4.19691276550293,7.447972774505615,0.8700428009033203,57.5,0.6513082385063171,-0.1064602360129356,0.7982282638549805,0.481123149394989,0.2130432277917862,Low,Yemen
Yemen,2022,3.590378522872925,9.50294589996338,0.8721133470535278,56.82500076293945,0.6067879796028137,-0.02161329798400395,0.7875546813011169,0.4599516987800598,0.2551512718200683,Low,Yemen
Yemen,2023,3.531573534011841,9.50294589996338,0.8249582052230835,56.59999847412109,0.5827242732048035,-0.02161329798400395,0.7714635133743286,0.4465342164039612,0.3407935500144958,Low,Yemen
