Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder Category,country_geo
Israel,2006,7.173417091369629,10.367561340332031,0.927078902721405,71.08000183105469,0.8166528344154358,-0.02161329798400395,0.9053747653961182,0.638606071472168,0.3084956109523773,High,Israel
Israel,2007,6.8411149978637695,10.408382415771484,0.8682168126106262,71.16000366210938,0.6828640699386597,0.2146874070167541,0.8678209781646729,0.6420785784721375,0.3198935985565185,Medium,Israel
Israel,2008,7.261261463165283,10.422611236572266,0.8592641353607178,71.23999786376953,0.662969172000885,0.1338703781366348,0.8981963992118835,0.6352453231811523,0.3493946492671966,High,Israel
Israel,2009,7.352979183197021,10.407501220703123,0.9365730285644532,71.31999969482422,0.5925297737121582,0.1669715493917465,0.9227184057235718,0.6200617551803589,0.3265836238861084,High,Israel
Israel,2010,7.358916282653809,10.44437026977539,0.8818298578262329,71.4000015258789,0.5614778995513916,0.1451367884874344,0.9021826982498168,0.6278626918792725,0.3623943626880646,High,Israel
Israel,2011,7.43314790725708,10.480010032653809,0.8926965594291687,71.4800033569336,0.7222692370414734,0.1355759054422378,0.8912953734397888,0.6544812321662903,0.3844750225543976,High,Israel
Israel,2012,7.110854625701904,10.487095832824709,0.9034155011177064,71.55999755859375,0.681439220905304,0.1472899764776229,0.8623272776603699,0.6112784743309021,0.3192314505577087,High,Israel
Israel,2013,7.320563316345215,10.511643409729004,0.9085158705711364,71.63999938964844,0.7390016317367554,0.1446702182292938,0.8485378623008728,0.6485661864280701,0.4085761606693268,High,Israel
Israel,2014,7.400570392608643,10.530890464782717,0.8890697360038757,71.72000122070312,0.7069746255874634,0.0877207964658737,0.8180399537086487,0.5671811103820801,0.2712557017803192,High,Israel
Israel,2015,7.079411029815674,10.535632133483888,0.8641301989555359,71.80000305175781,0.7527839541435242,0.102507546544075,0.7894299030303955,0.6516321897506714,0.2562582492828369,High,Israel
Israel,2016,7.159010887145996,10.56025218963623,0.8896607756614685,71.94999694824219,0.7722973227500916,0.146814689040184,0.8040565848350525,0.6018273234367371,0.2630902230739593,High,Israel
Israel,2017,7.33103609085083,10.582741737365724,0.9164408445358276,72.0999984741211,0.7680763006210327,0.1384697258472442,0.7926522493362427,0.6209673881530762,0.2764431536197662,High,Israel
Israel,2018,6.927178859710693,10.60337257385254,0.9095954298973083,72.25,0.7246623039245605,0.0479828119277954,0.7701348066329956,0.6118062138557434,0.2820625603199005,Medium,Israel
Israel,2019,7.331779956817627,10.625003814697266,0.9460106492042542,72.4000015258789,0.8344919085502625,0.0777034685015678,0.7428677678108215,0.597811222076416,0.2658916711807251,High,Israel
Israel,2020,7.194928169250488,10.588619232177734,0.9590721726417542,72.55000305175781,0.831315815448761,-0.0589667484164238,0.7476390600204468,0.5644036531448364,0.2428257316350937,High,Israel
Israel,2021,7.57752799987793,10.65512752532959,0.916583240032196,72.69999694824219,0.8197770118713379,-0.0083371615037322,0.7260037660598755,0.5582947134971619,0.2165428102016449,High,Israel
Israel,2022,7.662397384643555,10.698113441467283,0.9536527395248412,72.8499984741211,0.7749474048614502,-0.0070902672596275,0.6546988487243652,0.5826253294944763,0.1829020231962204,High,Israel
Israel,2023,6.783402442932129,10.707268714904783,0.9518911838531494,73.0,0.797024130821228,0.1461836844682693,0.6355089545249939,0.4842758178710937,0.5159156918525696,Medium,Israel
