Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder Category,country_geo
Congo (Brazzaville),2008,3.8197922706604,8.389738082885742,0.554771900177002,52.2400016784668,0.525746762752533,-0.1253612190485,0.7984966337680817,0.6029773950576782,0.2977898418903351,Low,"Congo, Rep of the"
Congo (Brazzaville),2011,4.509824275970459,8.502156257629395,0.6371175050735474,53.380001068115234,0.7448071837425232,-0.1374624520540237,0.8327137231826782,0.6013027429580688,0.2878760397434234,Low,"Congo, Rep of the"
Congo (Brazzaville),2012,3.919341802597046,8.569225311279297,0.622330367565155,53.7599983215332,0.7725107669830322,-0.1439512372016906,0.7996537089347839,0.5465097427368164,0.3225829601287842,Low,"Congo, Rep of the"
Congo (Brazzaville),2013,3.9549505710601807,8.538008689880371,0.6799346804618835,54.13999938964844,0.7258156538009644,-0.1072525382041931,0.7517237067222595,0.5989459156990051,0.2914015650749206,Low,"Congo, Rep of the"
Congo (Brazzaville),2014,4.056012630462647,8.579113006591797,0.6859346628189087,54.52000045776367,0.6616381406784058,-0.1398473232984542,0.8084127306938171,0.5577214360237122,0.4002294242382049,Low,"Congo, Rep of the"
Congo (Brazzaville),2015,4.690830230712891,8.519078254699707,0.6421361565589905,54.900001525878906,0.8501724600791931,-0.1289484649896621,0.8413594961166382,0.5552275776863098,0.2606705129146576,Low,"Congo, Rep of the"
Congo (Brazzaville),2016,4.11949348449707,8.381088256835938,0.6154490113258362,55.22499847412109,0.7859065532684326,-0.0907012298703193,0.7903857231140137,0.5860202312469482,0.3036667108535766,Low,"Congo, Rep of the"
Congo (Brazzaville),2017,4.883991241455078,8.312362670898438,0.6554405093193054,55.54999923706055,0.7777834534645081,-0.1476981490850448,0.7627831101417542,0.5735066533088684,0.3816405534744262,Low,"Congo, Rep of the"
Congo (Brazzaville),2018,5.490214347839356,8.239173889160156,0.6206229329109192,55.875,0.6987000703811646,-0.1048982292413711,0.7380201816558838,0.5714072585105896,0.4476461708545685,Medium,"Congo, Rep of the"
Congo (Brazzaville),2019,5.21262264251709,8.214752197265625,0.624768078327179,56.20000076293945,0.6864519715309143,-0.0594192631542682,0.740589439868927,0.5944823026657104,0.405040830373764,Medium,"Congo, Rep of the"
Congo (Brazzaville),2020,5.079139232635498,8.127007484436035,0.5965151190757751,56.525001525878906,0.7607275247573853,-0.0242626536637544,0.7277960181236267,0.5720909237861633,0.4346755743026733,Medium,"Congo, Rep of the"
Congo (Brazzaville),2021,4.920531272888184,8.081596374511719,0.567651093006134,56.84999847412109,0.7376614809036255,-0.0226239785552024,0.7327299118041992,0.5675566792488098,0.4204559326171875,Low,"Congo, Rep of the"
Congo (Brazzaville),2022,5.8049187660217285,8.074151992797852,0.6463450789451599,57.17499923706055,0.6976944804191589,0.0246330872178077,0.7597540616989136,0.5826190114021301,0.4768836200237274,Medium,"Congo, Rep of the"
Congo (Brazzaville),2023,4.953729629516602,8.086013793945312,0.5607277154922485,57.5,0.702421247959137,-0.0507322140038013,0.7450444102287292,0.5850922465324402,0.4091673195362091,Low,"Congo, Rep of the"
