country_geo,year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder,Life Ladder Category,region
Afghanistan,2023,9.50294589996338,0.3684781193733215,55.20000076293945,0.2283011972904205,-0.0216132979840039,0.7384709119796753,0.2605132460594177,0.460166871547699,1.445908546447754,Low,Asia
Albania,2023,9.688706398010254,0.6907526254653931,69.19999694824219,0.8715454936027527,0.0678853020071983,0.8554250597953796,0.5973492860794067,0.3142271339893341,5.444690704345703,Medium,Europe
Algeria,2023,9.322542190551758,0.7834008932113647,66.69999694824219,0.4399707317352295,-0.0449124202132225,0.611082911491394,0.5834293365478516,0.2585958242416382,5.538172245025635,Medium,Africa
Argentina,2023,9.993596076965332,0.8921175003051758,67.30000305175781,0.8316837549209595,-0.1290609091520309,0.8460935354232788,0.720122218132019,0.3011621832847595,6.393228530883789,Medium,The Americas
Armenia,2023,9.729613304138184,0.819337785243988,68.19999694824219,0.8193762898445129,-0.1794440746307373,0.6807089447975159,0.5747167468070984,0.4226305484771728,5.679090023040772,Medium,Asia
Australia,2023,10.846433639526367,0.8964600563049316,71.19999694824219,0.875768780708313,0.1873090416193008,0.4815804660320282,0.7310531139373779,0.2481628209352493,7.024582386016846,High,Oceania
Austria,2023,10.930412292480469,0.874427318572998,71.4000015258789,0.874083399772644,0.2092682719230651,0.5294297337532043,0.7124965786933899,0.2396080791950225,6.635663986206055,High,Europe
Azerbaijan,2023,9.636955261230469,0.7134778499603271,64.0999984741211,0.8286861777305603,-0.1601701378822326,0.6266407370567322,0.5090611577033997,0.2213183641433715,5.213894844055176,Medium,Asia
Bahrain,2023,10.87685775756836,0.8174772262573242,65.5999984741211,0.8685608506202698,0.1546350568532943,0.7984966337680817,0.6705686450004578,0.3359400033950805,5.959068298339844,Medium,Asia
Bangladesh,2023,8.782783508300781,0.4498020708560943,64.80000305175781,0.9192094206809998,0.0189974885433912,0.755618155002594,0.4353271722793579,0.4345818161964416,4.113548755645752,Low,Asia
Belarus,2023,9.86724090576172,0.9167404770851136,66.0,0.656933605670929,-0.1922114193439483,0.5459047555923462,0.5589894652366638,0.1898214071989059,5.821453094482422,Medium,Europe
Belgium,2023,10.883184432983398,0.8959550261497498,71.19999694824219,0.8702002167701721,0.0649402514100074,0.5215713381767273,0.7252440452575684,0.2454957962036132,6.943598747253418,High,Europe
Benin,2023,8.17391300201416,0.3981879949569702,56.70000076293945,0.7856008410453796,-0.0725946202874183,0.5753048062324524,0.5730234384536743,0.4280768930912018,4.419834136962891,Low,Africa
