country_geo,year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder,Life Ladder Category,region
Afghanistan,2011,7.581258773803711,0.52110356092453,51.400001525878906,0.4959014058113098,0.1600984185934066,0.731108546257019,0.4798346757888794,0.2671746909618377,3.831719160079956,Low,Asia
Albania,2011,9.310437202453612,0.7594338059425354,67.87999725341797,0.4874962568283081,-0.2087150812149047,0.8770025968551636,0.5657588839530945,0.2565765082836151,5.867421627044678,Medium,Europe
Algeria,2011,9.315958023071287,0.8102344870567322,65.5999984741211,0.5295612812042236,-0.1876236200332641,0.637981653213501,0.5027362704277039,0.2548966407775879,5.31719446182251,Medium,Africa
Argentina,2011,10.112436294555664,0.8890734910964966,66.41999816894531,0.8158020377159119,-0.1798323094844818,0.7546457052230835,0.7689425349235535,0.2318551540374755,6.775805473327637,High,The Americas
Armenia,2011,9.164417266845703,0.7051084637641907,65.04000091552734,0.4645247161388397,-0.2297377288341522,0.8746010065078735,0.410856693983078,0.4590740799903869,4.260491371154785,Low,Asia
Australia,2011,10.72338581085205,0.9670292139053344,70.27999877929688,0.944586455821991,0.3639772832393646,0.3817717432975769,0.7241322994232178,0.1953236758708953,7.405616283416748,High,Oceania
Austria,2011,10.88142204284668,0.94415682554245,70.0,0.9393556118011476,0.1258932054042816,0.7027209997177124,0.6721920967102051,0.1452375501394271,7.470512866973877,High,Europe
Azerbaijan,2011,9.54063892364502,0.7251939177513123,61.97999954223633,0.5374842882156372,-0.1102365925908088,0.795119047164917,0.5216935276985168,0.2581173181533813,4.680469512939453,Low,Asia
Bahrain,2011,10.748598098754885,0.9078677296638488,65.23999786376953,0.8698703646659851,-0.0611709132790565,0.582522451877594,0.5059924721717834,0.5137192010879517,4.823976039886475,Low,Asia
Bangladesh,2011,8.180617332458496,0.6064590215682983,61.720001220703125,0.8379953503608704,-0.0861901566386222,0.7570026516914368,0.5013073086738586,0.2349815368652343,4.985649108886719,Low,Asia
