country_geo,year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder,Life Ladder Category,region
Afghanistan,2017,7.647830486297607,0.4908800721168518,53.25,0.4270108640193939,-0.1228477135300636,0.9543925523757936,0.4352699518203735,0.3713261783123016,2.6617181301116943,Low,Asia
Albania,2017,9.454931259155272,0.6376982927322388,69.05000305175781,0.7496110200881958,-0.0329571776092052,0.8761346340179443,0.5472404360771179,0.3338841199874878,4.639548301696777,Low,Europe
Algeria,2017,9.37665843963623,0.8067538738250732,66.19999694824219,0.4366704821586609,-0.1739770472049713,0.6997742056846619,0.5545287132263184,0.2887100279331207,5.248912334442139,Medium,Africa
Argentina,2017,10.068880081176758,0.9066991209983826,67.0,0.8319661617279053,-0.1917345076799392,0.8410524725914001,0.715182363986969,0.2917172610759735,6.039330005645752,Medium,The Americas
Armenia,2017,9.43425464630127,0.6979249119758606,66.55000305175781,0.6136970520019531,-0.1547605097293853,0.8646833300590515,0.5524067282676697,0.4371487498283386,4.287736415863037,Low,Asia
Australia,2017,10.787260055541992,0.9499578475952148,70.75,0.9105501770973206,0.3120236098766327,0.4113465249538421,0.7281498312950134,0.2253609746694564,7.25703763961792,High,Oceania
Austria,2017,10.899937629699709,0.9062178134918212,70.6500015258789,0.890030562877655,0.1275908648967743,0.5183038115501404,0.6988893747329712,0.180268719792366,7.293727874755859,High,Europe
Azerbaijan,2017,9.555447578430176,0.7870393991470337,63.34999847412109,0.7310304641723633,-0.2307973206043243,0.6525390148162842,0.511526882648468,0.1983186602592468,5.152279376983643,Medium,Asia
Bahrain,2017,10.798134803771973,0.8757471442222595,66.05000305175781,0.9058585166931152,0.1283646374940872,0.7984966337680817,0.7543330192565918,0.2897595167160034,6.227320671081543,Medium,Asia
Bangladesh,2017,8.482762336730957,0.7125527858734131,64.05000305175781,0.8962171673774719,-0.0043696332722902,0.6350144743919373,0.4364970326423645,0.2135057598352432,4.309771060943604,Low,Asia
Belarus,2017,9.817715644836426,0.9002557992935181,65.55000305175781,0.6209792494773865,-0.1275939047336578,0.6541134119033813,0.5017356872558594,0.2327680736780166,5.552915096282959,Medium,Europe
Belgium,2017,10.828584671020508,0.921639084815979,70.30000305175781,0.8568019866943359,0.0486532859504222,0.5430460572242737,0.713402271270752,0.2335976958274841,6.928347587585449,High,Europe
Benin,2017,7.984066486358643,0.4358789920806885,54.900001525878906,0.7268082499504089,-0.0675277113914489,0.7672346234321594,0.5978295803070068,0.4579203426837921,4.853180885314941,Low,Africa
Bolivia,2017,9.017354011535645,0.7786617875099182,63.0,0.8839049339294434,-0.1243530660867691,0.8192619681358337,0.6552165746688843,0.4339435398578644,5.650552749633789,Medium,The Americas
Bosnia and Herzegovina,2017,9.51651382446289,0.7752952575683594,67.0999984741211,0.5637986660003662,0.0872029736638069,0.923343062400818,0.5266396403312683,0.2707455158233642,5.089902400970459,Medium,Europe
Botswana,2017,9.592658042907717,0.7682586312294006,53.34999847412109,0.8173080086708069,-0.2419304251670837,0.7314414978027344,0.6121892333030701,0.2762525081634521,3.5048811435699463,Low,Africa
Brazil,2017,9.58037567138672,0.9046942591667176,65.05000305175781,0.7647925615310669,-0.1805973649024963,0.7944573760032654,0.6691171526908875,0.3077169060707092,6.3329291343688965,Medium,The Americas
Bulgaria,2017,9.974410057067873,0.9417545795440674,66.0999984741211,0.6890470385551453,-0.1602938920259475,0.9107997417449952,0.5419514775276184,0.1886373460292816,5.096901893615723,Medium,Europe
Burkina Faso,2017,7.589920043945312,0.784761369228363,54.150001525878906,0.6137747168540955,-0.0656269788742065,0.7274513244628906,0.5798469185829163,0.3538210690021515,4.646891117095947,Low,Africa
Cambodia,2017,8.28720760345459,0.7650949358940125,61.09999847412109,0.9637746810913086,0.0818899497389793,0.8210229277610779,0.6688399910926819,0.4082838296890259,4.585842132568359,Low,Asia
Cameroon,2017,8.213678359985352,0.6945964097976685,53.150001525878906,0.7669450044631958,-0.0363604202866554,0.8435856103897095,0.6322405338287354,0.3774987459182739,5.074051380157471,Medium,Africa
Canada,2017,10.785542488098145,0.9337489604949952,71.19999694824219,0.9451450109481812,0.1573298573493957,0.3620343208312988,0.7993577718734741,0.2179811596870422,7.414868354797363,High,The Americas
Chad,2017,7.365028381347656,0.6606155633926392,51.25,0.6148496866226196,0.0032087760046124,0.7923899292945862,0.5843154191970825,0.538245439529419,4.558937072753906,Low,Africa
Chile,2017,10.108341217041016,0.8798407912254333,69.69999694824219,0.7901164889335632,-0.0284965019673109,0.8359875082969666,0.7648398876190186,0.2910420894622803,6.320119380950928,Medium,The Americas
China,2017,9.564058303833008,0.7720332145690918,68.25,0.877617597579956,-0.1799988001585006,0.7984966337680817,0.6816651821136475,0.2140047550201416,5.099061489105225,Medium,Asia
Colombia,2017,9.570453643798828,0.9092499613761902,68.6500015258789,0.8375546336174011,-0.1629018485546112,0.8750181198120117,0.7902570962905884,0.2993089556694031,6.157341957092285,Medium,The Americas
Comoros,2017,8.090768496195475,0.6376221179962158,58.51749865214029,0.555825432141622,0.04124266654253003,0.7699668208758036,0.6763803660869598,0.316552018125852,3.9699563582738246,Low,Africa
Costa Rica,2017,9.911863327026367,0.9216971397399902,70.0,0.9356184601783752,-0.0858396813273429,0.7423507571220398,0.7906283140182495,0.2754400670528412,7.225181579589844,High,The Americas
Croatia,2017,10.211227416992188,0.7703096866607666,68.25,0.7158222794532776,-0.1118353977799415,0.8915597200393677,0.6182564496994019,0.3164882361888885,5.343165874481201,Medium,Europe
Cyprus,2017,10.55620574951172,0.8186710476875305,72.0,0.8116706609725952,0.036032535135746,0.8512064218521118,0.6697354316711426,0.3005166053771972,6.062051296234131,Medium,Asia
Czech Republic,2017,10.566816329956056,0.9009689688682556,68.55000305175781,0.8317855000495911,-0.183118924498558,0.8665249943733215,0.6722728610038757,0.2266497910022735,6.789567947387695,High,Europe
Democratic Republic of the Congo,2017,6.9310221672058105,0.6696884036064148,53.25,0.704239547252655,0.0660029202699661,0.8091818690299988,0.5406472086906433,0.4042620658874511,4.311033248901367,Low,Africa
Denmark,2017,10.921552658081056,0.9521000981330872,70.75,0.9554163217544556,0.1489696949720382,0.1811475604772567,0.778525173664093,0.2057753056287765,7.59370231628418,High,Europe
Dominican Republic,2017,9.712601661682127,0.8943681120872498,63.59999847412109,0.8553590178489685,-0.1262716203927993,0.7604896426200867,0.7100050449371338,0.2747455239295959,5.605202674865723,Medium,The Americas
Ecuador,2017,9.36558437347412,0.8489417433738708,68.0,0.8791281580924988,-0.1730222404003143,0.7335887551307678,0.793201208114624,0.3143434822559356,5.8395185470581055,Medium,The Americas
Egypt,2017,9.30519676208496,0.6382263898849487,62.5,0.5925047993659973,-0.1578197181224823,0.7984966337680817,0.4584104120731354,0.4144937992095947,3.9293441772460938,Low,Africa
El Salvador,2017,9.061598777770996,0.8289526104927063,64.19999694824219,0.7578273415565491,-0.1787703037261963,0.7777485847473145,0.8004894256591797,0.2684483528137207,6.33931827545166,Medium,The Americas
England,2017,10.738656044006348,0.9374952912330629,69.9000015258789,0.8127332925796509,0.2850033938884735,0.4186113476753235,0.7124046683311462,0.2095724195241928,7.103273391723633,High,Europe
Estonia,2017,10.42886447906494,0.9356863498687744,68.75,0.8617492318153381,-0.1065644398331642,0.6684022545814514,0.7400963306427002,0.1601641029119491,5.938395977020264,Medium,Europe
Ethiopia,2017,7.594868659973144,0.7335397601127625,59.09999847412109,0.7171012163162231,-0.0024557083379477,0.7568989396095276,0.5143284201622009,0.3044361770153045,4.1803154945373535,Low,Africa
Finland,2017,10.769960403442385,0.9638264179229736,70.8499984741211,0.9621989727020264,-0.0083097405731678,0.1924127787351608,0.7558576464653015,0.1760657876729965,7.788251876831055,High,Europe
France,2017,10.704975128173828,0.9314945936203004,71.9000015258789,0.8338901400566101,-0.1290569901466369,0.6014860272407532,0.7158063054084778,0.2419839352369308,6.635222434997559,High,Europe
Gabon,2017,9.580394744873049,0.8069411516189575,56.95000076293945,0.6523595452308655,-0.2311576753854751,0.868305504322052,0.6379749178886414,0.4461242854595184,4.782382965087891,Low,Africa
Georgia,2017,9.517067909240724,0.5904951691627502,64.44999694824219,0.820908784866333,-0.2495434433221817,0.589631974697113,0.495819479227066,0.2096396088600158,4.450774669647217,Low,Asia
Germany,2017,10.87939453125,0.8921660780906677,70.5,0.8407278656959534,0.1389836519956588,0.4140211939811706,0.7071136832237244,0.196434810757637,7.074324607849121,High,Europe
Ghana,2017,8.503006935119629,0.6691110730171204,57.25,0.7830463647842407,0.0743275880813598,0.8386099934577942,0.7147892713546753,0.2475189417600631,5.481310844421387,Medium,Africa
Greece,2017,10.26133155822754,0.7528995275497437,70.6500015258789,0.4383000135421753,-0.2947407960891723,0.8722394704818726,0.5159084796905518,0.3328307569026947,5.1482415199279785,Medium,Europe
Guatemala,2017,9.026683807373049,0.8264920711517334,61.900001525878906,0.9145216941833496,-0.0640777572989463,0.799747884273529,0.8188397884368896,0.3080861568450928,6.325118541717529,Medium,The Americas
Guinea,2017,7.776358127593994,0.6340255737304688,52.400001525878906,0.7382128238677979,0.0338028520345687,0.7500262260437012,0.7017887234687805,0.4224608838558197,4.873722553253174,Low,Africa
Haiti,2017,8.070919036865234,0.6469849944114685,55.20000076293945,0.4844291508197784,0.3332625925540924,0.64719158411026,0.570106565952301,0.3216927647590637,3.823865652084351,Low,The Americas
Honduras,2017,8.602948188781738,0.8433549404144287,62.150001525878906,0.8983774185180664,0.0682433545589447,0.7834294438362122,0.7961581349372864,0.248383343219757,6.019985675811768,Medium,The Americas
Hungary,2017,10.292015075683594,0.8767475485801697,66.9000015258789,0.6611659526824951,-0.145132914185524,0.886361300945282,0.6436054706573486,0.180921271443367,6.065038681030273,Medium,Europe
Iceland,2017,10.926630973815918,0.966752827167511,71.94999694824219,0.9387832880020142,0.2395819127559662,0.726845383644104,0.8232097625732422,0.1481600105762481,7.4762139320373535,High,Europe
India,2017,8.71802043914795,0.606767475605011,59.70000076293945,0.8858504295349121,-0.0463805422186851,0.7808027863502502,0.5788310766220093,0.3179367780685425,4.046111106872559,Low,Asia
Indonesia,2017,9.3003568649292,0.7955892086029053,62.54999923706055,0.8650262951850891,0.4822440147399902,0.9004164338111877,0.7812778353691101,0.3191715776920318,5.098401546478272,Medium,Asia
Iran,2017,9.626632690429688,0.7142329216003418,66.0,0.7306351661682129,0.2097706347703933,0.7149413228034973,0.5898975133895874,0.4385339021682739,4.716783046722412,Low,Asia
Iraq,2017,9.208023071289062,0.6951093673706055,61.75,0.6277220249176025,0.0007406912627629,0.7571088075637817,0.4870179295539856,0.590538740158081,4.462399005889893,Low,Asia
Ireland,2017,11.26406192779541,0.943481981754303,70.9000015258789,0.9053411483764648,0.2104263007640838,0.3370847404003143,0.7712081074714661,0.2127841264009475,7.060155391693115,High,Europe
Israel,2017,10.582741737365724,0.9164408445358276,72.0999984741211,0.7680763006210327,0.1384697258472442,0.7926522493362427,0.6209673881530762,0.2764431536197662,7.33103609085083,High,Asia
Italy,2017,10.635401725769045,0.9197912216186525,71.75,0.6328432559967041,-0.0407053418457508,0.8666679263114929,0.6128391623497009,0.3228461444377899,6.1988701820373535,Medium,Europe
Ivory Coast,2017,8.483853340148926,0.6613753437995911,53.650001525878906,0.7320979237556458,-0.1159551441669464,0.7709402441978455,0.6624361872673035,0.3574557900428772,5.0377349853515625,Medium,Africa
Jamaica,2017,9.208796501159668,0.9130298495292664,66.5999984741211,0.8606763482093811,-0.1379511207342147,0.8827961683273315,0.7000218629837036,0.2433996349573135,5.889759063720703,Medium,The Americas
Japan,2017,10.63210391998291,0.8819612860679626,73.8499984741211,0.8493965864181519,-0.212972491979599,0.6591986417770386,0.6917625665664673,0.1755121797323227,5.9106764793396,Medium,Asia
Jordan,2017,9.172545433044434,0.8146645426750183,67.5999984741211,0.7662624716758728,-0.1560838669538498,0.7984966337680817,0.5544319152832031,0.3915051817893982,4.808082580566406,Low,Asia
Kazakhstan,2017,10.121134757995604,0.9140931963920592,64.19999694824219,0.7452439665794373,-0.0406705848872661,0.7552506923675537,0.697624921798706,0.1714864075183868,5.882351398468018,Medium,Asia
Kenya,2017,8.369367599487305,0.7146043181419373,56.900001525878906,0.8533943891525269,0.2245628833770752,0.8540003895759583,0.7538604140281677,0.2302103042602539,4.475654125213623,Low,Africa
Kosovo,2017,9.253032684326172,0.7920872569084167,65.0999984741211,0.8576767444610596,0.1122422739863395,0.9251918196678162,0.6169121861457825,0.1858790963888168,6.149199962615967,Medium,Europe
Kuwait,2017,10.819924354553224,0.8534913063049316,70.1500015258789,0.8841816186904907,-0.0095338998362421,0.7984966337680817,0.6486676335334778,0.3073208034038543,6.093905448913574,Medium,Asia
Kyrgyzstan,2017,8.526488304138184,0.882586658000946,64.75,0.8593897819519043,0.1376726925373077,0.8744944930076599,0.6404331922531128,0.1604383140802383,5.6295366287231445,Medium,Asia
Laos,2017,8.88339900970459,0.7073357701301575,59.900001525878906,0.8910007476806641,0.0681112483143806,0.5916168093681335,0.7123082280158997,0.3442258834838867,4.623140811920166,Low,Asia
Latvia,2017,10.263731002807615,0.8950987458229065,66.0,0.6995201110839844,-0.1608074158430099,0.7983781099319458,0.5648548007011414,0.2317531108856201,5.977817535400391,Medium,Europe
Lebanon,2017,9.78740692138672,0.7765830159187317,65.8499984741211,0.6045541763305664,-0.0875477641820907,0.9107272624969482,0.469468742609024,0.2435492128133773,5.153989791870117,Medium,Asia
Liberia,2017,7.335249900817871,0.6848668456077576,53.70000076293945,0.7333899140357971,-0.0178730227053165,0.8668063879013062,0.6738018989562988,0.3913305401802063,4.424490928649902,Low,Africa
Libya,2017,10.09464168548584,0.8227587938308716,64.75,0.7786958813667297,-0.0682781413197517,0.6730655431747437,0.6430423855781555,0.3793741762638092,5.646852493286133,Medium,Africa
Lithuania,2017,10.427087783813477,0.9263166189193726,66.0,0.7493073344230652,-0.1793722659349441,0.7897098660469055,0.5901115536689758,0.1951188296079635,6.272940635681152,Medium,Europe
Luxembourg,2017,11.65256404876709,0.9054355025291444,71.55000305175781,0.902821719646454,0.0364344269037246,0.3301735818386078,0.7257317900657654,0.184467002749443,7.061380863189697,High,Europe
Macedonia,2017,9.661828994750977,0.7999551296234131,65.69999694824219,0.7521066069602966,-0.0653124675154686,0.8556972742080688,0.4468699991703033,0.299390584230423,5.233866691589356,Medium,Europe
Madagascar,2017,7.344820022583008,0.6263319849967957,56.79999923706055,0.5703479051589966,-0.0366306751966476,0.8472607731819153,0.701161801815033,0.3748380243778229,4.078620433807373,Low,Africa
Malawi,2017,7.282608032226562,0.5554227232933044,56.0,0.8479207754135132,-0.0042011337354779,0.7346366047859192,0.5916789174079895,0.3120883405208587,3.416862964630127,Low,Africa
Malaysia,2017,10.162358919779459,0.798811137676239,65.75,0.8078969915707906,0.15500356753667188,0.8753848274548849,0.7216091156005859,0.2381554047266642,5.666585445404053,Medium,Asia
Mali,2017,7.6750102043151855,0.7413594126701355,53.79999923706055,0.7532133460044861,-0.0715065971016883,0.8626551628112793,0.6646212339401245,0.3927841484546661,4.74185037612915,Low,Africa
Malta,2017,10.680718421936035,0.9373317956924438,71.4000015258789,0.9236429333686828,0.2435307502746582,0.6904945373535156,0.6659435629844666,0.302443116903305,6.675665855407715,High,Europe
Mauritania,2017,8.567708969116211,0.77922523021698,59.34999847412109,0.5274468064308167,-0.1608538478612899,0.7773140668869019,0.6308610439300537,0.2723219394683838,4.678159713745117,Low,Africa
Mauritius,2017,10.005313873291016,0.9101422429084778,63.95000076293945,0.9123075008392334,0.0785615146160125,0.8181799054145813,0.6824939250946045,0.1687211841344833,6.174117565155029,Medium,Africa
Mexico,2017,9.905106544494627,0.7998393774032593,65.80000305175781,0.8614051342010498,-0.2082003951072693,0.8008930683135986,0.7752853631973267,0.2309908866882324,6.410299301147461,Medium,The Americas
Moldova,2017,9.346968650817873,0.8307679295539856,63.70000076293945,0.5528252124786377,-0.0573885329067707,0.926333785057068,0.5625966191291809,0.2594777941703796,5.325530529022217,Medium,Europe
Mongolia,2017,9.344127655029297,0.9242507815361024,60.09999847412109,0.674627423286438,0.1123036220669746,0.8649522066116333,0.5516541600227356,0.2135995179414749,5.333850383758545,Medium,Asia
Montenegro,2017,9.88747501373291,0.881199836730957,66.80000305175781,0.6259062886238098,-0.0888653174042701,0.7556800246238708,0.4931038022041321,0.3497850894927978,5.614798545837402,Medium,Europe
