country_geo,year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder,Life Ladder Category,region
Afghanistan,2021,7.324500560760498,0.4541746973991394,54.54999923706055,0.394305944442749,-0.0846562460064888,0.946299374103546,0.1788858026266098,0.6067125797271729,2.4360344409942627,Low,Asia
Albania,2021,9.588499069213867,0.7018827795982361,69.1500015258789,0.8274527192115784,0.0386028848588466,0.8961266279220581,0.553830087184906,0.2536544799804687,5.255481719970703,Medium,Europe
Algeria,2021,9.30829620361328,0.8407102823257446,66.5999984741211,0.5584869384765625,-0.1159569695591926,0.7119000554084778,0.4980222880840301,0.2577791512012481,5.217017650604248,Medium,Africa
Argentina,2021,9.977072715759276,0.8823045492172241,67.19999694824219,0.8194793462753296,-0.0143803218379616,0.8162567019462585,0.6848600506782532,0.3451315760612488,5.908278942108154,Medium,The Americas
Armenia,2021,9.56051254272461,0.7620441317558289,67.6500015258789,0.7951697707176208,-0.1587334424257278,0.7053338289260864,0.5657815933227539,0.4775399565696716,5.300568580627441,Medium,Asia
Australia,2021,10.815255165100098,0.9197552800178528,71.05000305175781,0.9124022126197816,0.234270691871643,0.4536760449409485,0.7398001551628113,0.2353141754865646,7.111598968505859,High,Oceania
Austria,2021,10.898980140686035,0.8629759550094604,71.1500015258789,0.7948459386825562,0.1577580571174621,0.500808596611023,0.7218652367591858,0.259080171585083,7.079640865325928,High,Europe
Azerbaijan,2021,9.605164527893066,0.7390751838684082,63.84999847412109,0.8182683785756429,-0.02326527734597525,0.6167174776395162,0.5475045045216879,0.32207788030306495,4.775317509969075,Low,Asia
Bahrain,2021,10.81151262919108,0.837655782699585,65.74999745686848,0.919675330320994,0.12824675440788263,0.7984966337680817,0.7098630865414938,0.3098703026771545,6.101806640625,Medium,Asia
Bangladesh,2021,8.684572219848633,0.484740287065506,64.55000305175781,0.8930133581161499,0.0889460444450378,0.7462065815925598,0.5035513639450073,0.4482610523700714,4.123318672180176,Low,Asia
Belarus,2021,9.86724090576172,0.9167404770851136,66.0,0.656933605670929,-0.1922114193439483,0.5459047555923462,0.5589894652366638,0.1898214071989059,5.821453094482422,Medium,Europe
Belgium,2021,10.855599403381348,0.9148567914962769,70.9000015258789,0.8225030899047852,0.0773552507162094,0.5233678221702576,0.6865835189819336,0.2600309252738952,6.88175630569458,High,Europe
Benin,2021,8.108187675476074,0.4355241954326629,56.09999847412109,0.7240618467330933,-0.0163225084543228,0.6125470995903015,0.5968008637428284,0.4345948994159698,4.493431091308594,Low,Africa
Bolivia,2021,8.993698120117188,0.7978104948997498,63.59999847412109,0.861731231212616,-0.0580877065658569,0.8121744394302368,0.7210018038749695,0.4034873247146606,5.568624019622803,Medium,The Americas
Bosnia and Herzegovina,2021,9.67363739013672,0.8599535822868347,67.30000305175781,0.7589792013168335,0.2737639248371124,0.9209139347076416,0.6040925979614258,0.3053521513938904,5.748823165893555,Medium,Europe
Botswana,2021,9.64105256398519,0.7581552664438883,54.449999491373696,0.7704495986302694,-0.22335892915725708,0.8179867068926493,0.6372508804003397,0.2821866671244303,3.447211662928263,Low,Africa
Brazil,2021,9.598020553588867,0.814328670501709,65.75,0.7915077209472656,0.0861844271421432,0.7385714054107666,0.6615504026412964,0.4071829617023468,6.009953498840332,Medium,The Americas
Bulgaria,2021,10.102083206176758,0.8836210370063782,66.5,0.8411880731582642,-0.0179043710231781,0.8912484645843506,0.6467598676681519,0.2527767121791839,5.421693325042725,Medium,Europe
Burkina Faso,2021,7.686983585357666,0.6575435996055603,55.650001525878906,0.644101619720459,0.0639509931206703,0.7361589074134827,0.6197159290313721,0.3631058037281036,4.6355085372924805,Low,Africa
Cambodia,2021,8.378979682922363,0.7127575874328613,61.900001525878906,0.9650933146476746,0.0119830360636115,0.8443530797958374,0.7591469883918762,0.3913096487522125,4.555141448974609,Low,Asia
Cameroon,2021,8.21621322631836,0.6949363946914673,55.84999847412109,0.7153017520904541,-0.0291745569556951,0.8487171530723572,0.6120285987854004,0.3465137183666229,4.962747573852539,Low,Africa
Canada,2021,10.783488273620604,0.9260764122009276,71.4000015258789,0.89822918176651,0.1888294965028762,0.3839904963970184,0.762826681137085,0.2762328088283539,6.9394354820251465,High,The Americas
Chad,2021,7.286731561024983,0.6932652195294698,52.75,0.6320682565371195,0.162325049440066,0.8143774668375651,0.5775313178698221,0.4861485262711842,4.34803040822347,Low,Africa
Chile,2021,10.143006324768066,0.8914605379104614,70.30000305175781,0.803415060043335,-0.0516692586243152,0.8585527539253235,0.7350798845291138,0.2208785712718963,6.435630798339844,Medium,The Americas
China,2021,9.778915405273438,0.8560069799423218,68.75,0.8747555017471313,0.0196269769221544,0.7984966337680817,0.6978098154067993,0.2396184355020523,5.8628644943237305,Medium,Asia
Colombia,2021,9.592960357666016,0.7928306460380554,69.3499984741211,0.7746684551239014,-0.0653591006994247,0.8313309550285339,0.7516583800315857,0.3483323156833648,5.289958477020264,Medium,The Americas
Comoros,2021,8.089685440063477,0.5252182682355245,59.25,0.499789555867513,0.010286091516415262,0.7422847151756287,0.6233894228935242,0.34641779462496436,3.899674574534098,Low,Africa
Costa Rica,2021,9.961270332336426,0.8760523200035095,70.0,0.8866522312164307,-0.028736475855112,0.781826913356781,0.774057924747467,0.3178403377532959,6.408448219299316,Medium,The Americas
Croatia,2021,10.367008209228516,0.9177415370941162,68.94999694824219,0.8418378829956055,0.0009323216509073,0.9336503744125366,0.6401486992835999,0.2741971611976623,6.286790370941162,Medium,Europe
Cyprus,2021,10.638118743896484,0.8553572297096252,72.80000305175781,0.7176392674446106,-0.0382257886230945,0.8764560222625732,0.641120970249176,0.2746836245059967,6.26920223236084,Medium,Asia
Czech Republic,2021,10.615072250366213,0.9502267837524414,69.05000305175781,0.8905214667320251,0.157264307141304,0.8625741004943848,0.7161665558815002,0.2398486286401748,6.9424967765808105,High,Europe
Democratic Republic of the Congo,2021,7.012059688568115,0.6572028040885926,54.95,0.6721288084983825,0.07750221192836754,0.8303490519523621,0.5588353991508483,0.44999115467071527,3.4279640197753904,Low,Africa
Denmark,2021,10.967554092407228,0.9449267387390136,71.25,0.9334392547607422,0.1298342794179916,0.1726809442043304,0.7918907999992371,0.206422209739685,7.698747158050537,High,Europe
Dominican Republic,2021,9.832318305969238,0.8571069836616516,64.4000015258789,0.8593583106994629,-0.0884153395891189,0.6774082183837891,0.7336589097976685,0.275468111038208,6.030537128448486,Medium,The Americas
Ecuador,2021,9.27507495880127,0.7855318784713745,69.0,0.8210253715515137,-0.0855634808540344,0.7745082974433899,0.741730272769928,0.4031713902950287,5.434872150421143,Medium,The Americas
Egypt,2021,9.407588005065918,0.7170223593711853,63.5,0.70444256067276,-0.2325450181961059,0.5804541707038879,0.3873543739318847,0.3249498605728149,4.025747776031494,Low,Africa
El Salvador,2021,9.126046180725098,0.796106219291687,65.5999984741211,0.9149038791656494,-0.0847649723291397,0.6632885932922363,0.825840413570404,0.2899767160415649,6.4314470291137695,Medium,The Americas
England,2021,10.713285446166992,0.8540295958518982,70.30000305175781,0.8150771856307983,0.2518331706523895,0.4475265741348266,0.683882474899292,0.2656258940696716,6.86696195602417,High,Europe
Estonia,2021,10.564051628112791,0.945865035057068,69.6500015258789,0.9258183240890504,0.0455199219286441,0.4414257705211639,0.760608434677124,0.1762580424547195,6.553915500640869,High,Europe
Ethiopia,2021,7.747734069824219,0.7816525995731354,60.69999885559082,0.721176415681839,0.26966430246829987,0.788463830947876,0.5873639583587646,0.29313869774341583,4.088645577430725,Low,Africa
Finland,2021,10.793706893920898,0.9702892899513244,71.1500015258789,0.9631898403167723,-0.0391509383916854,0.1917536556720733,0.7516117095947266,0.1754486262798309,7.79437780380249,High,Europe
France,2021,10.71426486968994,0.914597511291504,72.30000305175781,0.8369176983833313,-0.1040871664881706,0.5608129501342773,0.6846013069152832,0.2684174478054046,6.656206607818604,High,Europe
Gabon,2021,9.53347396850586,0.7538716197013855,58.25,0.6990566849708557,-0.2073222249746322,0.765906810760498,0.620008111000061,0.3619288504123688,5.075422286987305,Medium,Africa
Georgia,2021,9.647734642028809,0.6706894636154175,64.94999694824219,0.7770613431930542,-0.2897113561630249,0.7234069108963013,0.5096328258514404,0.240043506026268,4.91127347946167,Low,Asia
Germany,2021,10.881431579589844,0.8675825595855713,71.30000305175781,0.778439998626709,0.0736780241131782,0.4175819158554077,0.7033330202102661,0.2511946856975555,6.754523754119873,High,Europe
Ghana,2021,8.600658416748047,0.6327296495437622,58.75,0.7302647233009338,0.1051248982548713,0.8877704739570618,0.5875943303108215,0.295109748840332,4.377950668334961,Low,Africa
Greece,2021,10.29377269744873,0.8503261804580688,71.1500015258789,0.574029803276062,-0.1607071906328201,0.7518168687820435,0.6235564947128296,0.3108518719673157,6.104214191436768,Medium,Europe
Guatemala,2021,9.104540506998697,0.7953690489133199,62.70000076293945,0.8709877530733744,-0.06298281997442243,0.814440906047821,0.8298071026802063,0.27904362479845685,6.187612692515056,Medium,The Americas
Guinea,2021,7.878664493560791,0.6272392272949219,54.20000076293945,0.676289975643158,0.1570706218481063,0.7835156917572021,0.6717168092727661,0.450476735830307,4.944539546966553,Low,Africa
Haiti,2021,8.073848724365234,0.5379759073257446,55.5,0.5914683938026428,0.3737184703350067,0.7204447388648987,0.5806729793548584,0.3587200343608856,3.614928007125856,Low,The Americas
Honduras,2021,8.625540733337402,0.8059808611869812,63.84999847412109,0.8350457549095154,0.1106116026639938,0.8472254276275635,0.807722806930542,0.269214004278183,6.113636016845703,Medium,The Americas
Hungary,2021,10.42286491394043,0.947892129421234,67.5,0.7274899482727051,-0.0461044572293758,0.8315553665161133,0.6681486368179321,0.1919491738080978,6.226647853851318,Medium,Europe
Iceland,2021,10.878107070922852,0.9798582196235656,72.05000305175781,0.9232433438301086,0.2569889426231384,0.664465606212616,0.8058084845542908,0.1591031998395919,7.564624786376953,High,Europe
India,2021,8.806451797485352,0.5697329044342041,60.900001525878906,0.8661109209060669,0.0521226860582828,0.756820023059845,0.5473084449768066,0.4291378855705261,3.558253765106201,Low,Asia
Indonesia,2021,9.380879402160645,0.8169246912002563,63.04999923706055,0.8848558664321899,0.5404853224754333,0.8450802564620972,0.7985467314720154,0.2727530598640442,5.433173179626465,Medium,Asia
Iran,2021,9.616117477416992,0.7714695334434509,66.5999984741211,0.6093102693557739,0.1721063554286956,0.7611703276634216,0.5179298520088196,0.4271637499332428,4.787814140319824,Low,Asia
Iraq,2021,9.080981254577637,0.7302128672599792,63.650001525878906,0.5944667458534241,0.0062597608193755,0.9006400108337402,0.5774005651473999,0.4742285013198852,5.093667984008789,Medium,Asia
Ireland,2021,11.540399551391602,0.849838137626648,71.30000305175781,0.8463441133499146,0.1311513930559158,0.3604233860969543,0.7327337265014648,0.2452105730772018,6.827651977539063,High,Europe
Israel,2021,10.65512752532959,0.916583240032196,72.69999694824219,0.8197770118713379,-0.0083371615037322,0.7260037660598755,0.5582947134971619,0.2165428102016449,7.57752799987793,High,Asia
Italy,2021,10.646746635437012,0.8855336308479309,72.05000305175781,0.7028452157974243,-0.0961468741297721,0.8623175024986267,0.6342868208885193,0.318436861038208,6.466744899749756,Medium,Europe
Ivory Coast,2021,8.578563690185547,0.5542248487472534,55.95000076293945,0.7171052694320679,-0.0043429196812212,0.7158969640731812,0.6257954239845276,0.3446903824806213,5.055806636810303,Medium,Africa
Jamaica,2021,9.170270919799805,0.8573675751686096,66.5999984741211,0.7306572794914246,-0.0843438729643821,0.8827446103096008,0.6885959506034851,0.3078785836696625,5.813733577728272,Medium,The Americas
Japan,2021,10.622172355651855,0.8957377076148987,74.3499984741211,0.8013503551483154,-0.2133346050977707,0.6695467233657837,0.6743742823600769,0.1892460435628891,6.091324806213379,Medium,Asia
Jordan,2021,9.127314567565918,0.7029181718826294,67.5999984741211,0.7731134295463562,-0.1480653285980224,0.655549168586731,0.4795041084289551,0.429252564907074,3.909149169921875,Low,Asia
Kazakhstan,2021,10.170093536376951,0.906053364276886,65.80000305175781,0.8074890971183777,0.0343427434563636,0.7824940085411072,0.6628369688987732,0.1223011463880539,6.259634017944336,Medium,Asia
Kenya,2021,8.464981079101562,0.702200710773468,58.5,0.6781082153320312,0.3129857182502746,0.841331422328949,0.7448379397392273,0.2529630959033966,4.464540958404541,Low,Africa
Kosovo,2021,9.382963180541992,0.8488386273384094,65.0999984741211,0.840116560459137,0.2581380903720855,0.8423787951469421,0.5782843232154846,0.1160783171653747,6.648499488830566,High,Europe
Kuwait,2021,10.790199597676594,0.8634156187375387,70.0500005086263,0.9348114728927611,0.058871649205684634,0.7984966337680817,0.7060861190160116,0.20521738131841022,6.540592670440674,High,Asia
Kyrgyzstan,2021,8.503861427307129,0.904273271560669,66.8499984741211,0.917870819568634,0.1987321525812149,0.9025155901908876,0.6599077582359314,0.226462572813034,5.563699722290039,Medium,Asia
Laos,2021,8.967883110046387,0.6498932838439941,61.09999847412109,0.927041471004486,0.0374780036509037,0.6680314540863037,0.7021530866622925,0.2916776239871979,4.9265217781066895,Low,Asia
Latvia,2021,10.375994682312012,0.954086422920227,66.4000015258789,0.8152781128883362,-0.103939414024353,0.8395253419876099,0.7164140343666077,0.1859342604875564,6.353090763092041,Medium,Europe
Lebanon,2021,9.471697807312012,0.5067752599716187,66.1500015258789,0.4226966798305511,-0.1637908667325973,0.9052790999412536,0.2634868323802948,0.5691006183624268,2.178809404373169,Low,Asia
Liberia,2021,7.285615921020507,0.6354186137517294,56.1000010172526,0.723051905632019,0.1147300116717815,0.8284857471783956,0.6394838293393453,0.4222553074359894,4.401993751525879,Low,Africa
Libya,2021,9.936457951863607,0.8177383542060852,65.64999898274739,0.7615536451339722,-0.06413924942413964,0.6741301814715067,0.6277919411659241,0.39933918913205463,5.6169233322143555,Medium,Africa
Lithuania,2021,10.57911777496338,0.9281752109527588,67.4000015258789,0.7074025273323059,-0.1212016493082046,0.8778007626533508,0.6669933199882507,0.1913007646799087,6.864572525024414,High,Europe
Luxembourg,2021,11.654492378234863,0.8893128434816996,71.6500015258789,0.920180360476176,-0.001898655047019325,0.3599837819735209,0.7262129783630371,0.21593565245469407,7.286628405253093,High,Europe
Macedonia,2021,9.723674774169922,0.8088569641113281,66.5,0.7929657697677612,0.1878900378942489,0.8843253254890442,0.5633528232574463,0.3033657073974609,5.534749984741211,Medium,Europe
Madagascar,2021,7.332794825236003,0.6618229349454244,57.79999923706055,0.5321735342343649,0.04176652804017067,0.73359614610672,0.6908365488052368,0.33139145374298096,4.125785191853841,Low,Africa
Malawi,2021,7.3072919845581055,0.5579143166542053,58.20000076293945,0.757269024848938,-0.0137459728866815,0.7402769923210144,0.5508947372436523,0.3255552351474762,3.6352832317352295,Low,Africa
Malaysia,2021,10.178584098815918,0.7940511703491211,65.6500015258789,0.8783622980117798,0.2177027612924575,0.7694174647331238,0.7283836603164673,0.1831982135772705,6.010391712188721,Medium,Asia
Mali,2021,7.659465312957764,0.5733935236930847,55.400001525878906,0.6727892756462097,-0.003661481430754,0.901567280292511,0.6395729780197144,0.438466876745224,4.113095760345459,Low,Africa
Malta,2021,10.727039337158203,0.8971130847930908,71.5999984741211,0.8890738487243652,0.2385247200727462,0.7525159120559692,0.6352535486221313,0.3753251135349273,6.44371509552002,Medium,Europe
Mauritania,2021,8.60561434427897,0.6980177362759908,60.24999872843424,0.6251877148946127,-0.04811693852146466,0.6856919725735983,0.6491769154866537,0.34609564145406085,4.533452351888021,Low,Africa
Mauritius,2021,9.947593688964844,0.886509895324707,63.84999847412109,0.8023645877838135,-0.012897509150207,0.7835320830345154,0.6655663847923279,0.1355237960815429,5.949120044708252,Medium,Africa
Mexico,2021,9.85671615600586,0.7786051034927368,65.80000305175781,0.8371593356132507,-0.0368574522435665,0.7451868057250977,0.7502478957176208,0.3051096498966217,5.990750789642334,Medium,The Americas
Moldova,2021,9.517996788024902,0.879554033279419,65.30000305175781,0.8326022624969482,-0.095802865922451,0.8750606775283813,0.6302832365036011,0.2701107859611511,5.959048748016357,Medium,Europe
Mongolia,2021,9.364642143249512,0.9271169900894164,60.5,0.6668466329574585,0.2146385610103607,0.8507202863693237,0.5600035786628723,0.2024823576211929,5.721034049987793,Medium,Asia
Montenegro,2021,9.90744924545288,0.8812947571277618,67.20000076293945,0.7899597883224487,0.0195104368031025,0.8234824538230896,0.5225341767072678,0.3642873167991638,5.661103010177612,Medium,Europe
Morocco,2021,8.99446964263916,0.5045639276504517,63.900001525878906,0.7618064880371094,-0.2043333500623703,0.8173668384552002,0.5544959306716919,0.3408483266830444,5.326248645782471,Medium,Africa
Mozambique,2021,7.112137317657471,0.66402268409729,51.29999923706055,0.8381004929542542,0.042412482202053,0.6274664402008057,0.5757949352264404,0.3834626972675323,5.1784868240356445,Medium,Africa
Myanmar,2021,8.302172660827637,0.7795764207839966,61.54999923706055,0.6313943862915039,0.5082874298095703,0.6710634827613831,0.6360491514205933,0.267805814743042,4.314039707183838,Low,Asia
Namibia,2021,9.127891540527344,0.8078007698059082,56.84999847412109,0.6585052609443665,-0.1527750641107559,0.8289667367935181,0.6435368657112122,0.2302591055631637,4.491207122802734,Low,Africa
Nepal,2021,8.256783485412598,0.6986464262008667,61.84999847412109,0.8175446391105652,0.1436668634414672,0.76994788646698,0.4143810868263244,0.3538766503334045,4.622300148010254,Low,Asia
Netherlands,2021,10.94407081604004,0.9187594056129456,71.55000305175781,0.8562934398651123,0.2656292915344238,0.3965728878974914,0.7143533229827881,0.2011591643095016,7.314151287078857,High,Europe
New Zealand,2021,10.692896842956545,0.9498322010040284,70.3499984741211,0.9102498292922974,0.2155107259750366,0.2524235546588897,0.7471436262130737,0.2061753571033477,7.136700630187988,High,Oceania
Nicaragua,2021,8.646821022033691,0.8482630252838135,65.6500015258789,0.904980480670929,0.0197515040636062,0.6746687293052673,0.7989287376403809,0.2926434278488159,6.095348834991455,Medium,The Americas
Niger,2021,7.135204950968425,0.6169398824373881,56.199999491373696,0.805503765741984,0.0232384366293748,0.7363430261611938,0.7889396548271179,0.3456651667753855,4.66873566309611,Low,Africa
Nigeria,2021,8.501598358154297,0.7415601015090942,55.04999923706055,0.7257328629493713,0.0470308624207973,0.911945104598999,0.6662973165512085,0.1881052553653717,4.4792656898498535,Low,Africa
Norway,2021,11.096030235290527,0.9478774070739746,71.5,0.9363791942596436,0.1658297926187515,0.2632769644260406,0.7694335579872131,0.2071970403194427,7.361573696136475,High,Europe
Pakistan,2021,8.562576293945312,0.6083956360816956,57.45000076293945,0.7639920711517334,0.0069786822423338,0.7427191734313965,0.5176659822463989,0.3073633909225464,4.486834526062012,Low,Asia
Panama,2021,10.322750091552734,0.8986212611198425,68.9000015258789,0.8106819987297058,-0.1516048610210418,0.8610625863075256,0.8343824744224548,0.2175442278385162,6.552778720855713,High,The Americas
Paraguay,2021,9.523426055908203,0.9075418710708618,65.9000015258789,0.8879607915878296,0.0145395286381244,0.856721043586731,0.8060783743858337,0.248322531580925,5.575535297393799,Medium,The Americas
Peru,2021,9.436187744140623,0.8185394406318665,69.8499984741211,0.8117775321006775,-0.0898950174450874,0.8799137473106384,0.783769428730011,0.3686502277851105,5.694317817687988,Medium,The Americas
Philippines,2021,8.999073028564453,0.7781921029090881,62.04999923706055,0.9052754640579224,-0.0116900764405727,0.7211622595787048,0.7897311449050903,0.3229414820671081,5.965057849884033,Medium,Asia
Poland,2021,10.460687637329102,0.9355348348617554,69.05000305175781,0.7318055629730225,0.1219518035650253,0.7439131736755371,0.6995754837989807,0.2772312760353088,5.978068828582764,Medium,Europe
Portugal,2021,10.424690246582031,0.8949416875839233,71.25,0.8921211361885071,-0.2113703489303589,0.8722293376922607,0.6287481188774109,0.2840068340301513,6.183014392852783,Medium,Europe
Republic of Serbia,2021,9.894838333129885,0.8901060819625854,67.1500015258789,0.8503679037094116,0.2613866627216339,0.806221604347229,0.5676325559616089,0.3111309707164764,6.245267391204834,Medium,Europe
Republic of the Congo,2021,8.081596374511719,0.567651093006134,56.84999847412109,0.7376614809036255,-0.0226239785552024,0.7327299118041992,0.5675566792488098,0.4204559326171875,4.920531272888184,Low,Africa
Romania,2021,10.34091567993164,0.8345091342926025,67.05000305175781,0.8709579706192017,-0.1867163032293319,0.9282801151275636,0.6739823222160339,0.2643974125385284,6.548725605010986,High,Europe
Russia,2021,10.246858596801758,0.8617165684700012,64.94999694824219,0.6708101630210876,0.0531930141150951,0.8078392744064331,0.5900864005088806,0.190072700381279,5.448261260986328,Medium,Europe
Rwanda,2021,7.691963195800781,0.4894582331180572,60.20000076293945,0.868999183177948,0.0601199902594089,0.1679708957672119,0.7167310118675232,0.4176676869392395,3.268152236938477,Low,Africa
Saudi Arabia,2021,10.749079704284668,0.8593611121177673,64.4000015258789,0.9024730324745178,-0.107756458222866,0.7984966337680817,0.7284732460975647,0.2283702790737152,6.445294380187988,Medium,Asia
Senegal,2021,8.163837432861328,0.645179271697998,60.0,0.7585251331329346,0.0264336410909891,0.821348249912262,0.8124116063117981,0.2649757862091064,4.902830600738525,Low,Africa
Sierra Leone,2021,7.387003421783447,0.6093341112136841,54.5,0.6591395139694214,0.1057339310646057,0.8514884114265442,0.5379822254180908,0.4484156966209411,3.71429443359375,Low,Africa
Singapore,2021,11.587486267089844,0.8764089941978455,73.80000305175781,0.8787010908126831,0.0602679774165153,0.1449353843927383,0.6969901919364929,0.1598022282123565,6.586717128753662,High,Asia
Slovakia,2021,10.390069961547852,0.9511638879776,68.94999694824219,0.7415332198143005,0.0424946136772632,0.895546555519104,0.6915675401687622,0.2411313205957412,6.418503761291504,Medium,Europe
Slovenia,2021,10.597546577453612,0.9552525877952576,71.05000305175781,0.8510867357254028,0.0255442522466182,0.7541981935501099,0.6428232789039612,0.2610425055027008,6.761220932006836,High,Europe
South Africa,2021,9.496415138244627,0.9222387671470642,57.25,0.7035647034645081,-0.1479175090789795,0.8915786147117615,0.7843210101127625,0.172806978225708,5.598653793334961,Medium,Africa
South Korea,2021,10.697208404541016,0.8107407689094543,73.6500015258789,0.7170863747596741,-0.0332092978060245,0.6851145625114441,0.5662710666656494,0.2211712598800659,6.11274528503418,Medium,Asia
Spain,2021,10.543588638305664,0.9264167547225952,72.3499984741211,0.7817949652671814,-0.0760454759001731,0.7293469905853271,0.6390746831893921,0.3239803314208984,6.469611167907715,Medium,Europe
Sri Lanka,2021,9.49180030822754,0.8123739361763,67.19999694824219,0.7714300155639648,-0.0132167059928178,0.8485414981842041,0.733172595500946,0.3115836381912231,4.103446960449219,Low,Asia
Sweden,2021,10.892507553100586,0.9318195581436156,72.1500015258789,0.953379213809967,0.1721875071525573,0.1914730966091156,0.7628944516181946,0.1900082528591156,7.439280033111572,High,Europe
