country_geo,year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder,Life Ladder Category,region
Afghanistan,2020,7.482293128967285,0.4370737820863724,54.22500038146973,0.39398105442523956,-0.09705705195665355,0.9350742399692534,0.2514968141913414,0.5545931458473206,2.4055631160736084,Low,Asia
Albania,2020,9.493891716003418,0.7101150155067444,69.125,0.7536710500717163,0.0015586202498525,0.8913589715957642,0.5634861588478088,0.2650661170482635,5.364909648895264,Medium,Europe
Algeria,2020,9.291438102722168,0.8676488995552063,66.5,0.5738906860351562,-0.1237000301480293,0.7242636680603027,0.5241692066192627,0.3106297552585602,5.437755107879639,Medium,Africa
Argentina,2020,9.887622833251951,0.8971038460731506,67.1500015258789,0.8233916163444519,-0.1307778656482696,0.8157804608345032,0.6793167591094971,0.3424969315528869,5.900567054748535,Medium,The Americas
Armenia,2020,9.564877033233643,0.7718240022659302,67.375,0.8197469413280487,-0.17008154094219205,0.6444032788276672,0.5511721074581146,0.4540016800165176,5.394327640533447,Medium,Asia
Australia,2020,10.794416427612305,0.9365170001983644,70.9749984741211,0.905282974243164,0.2015148401260376,0.4910948276519775,0.7256889343261719,0.2050776779651641,7.1373677253723145,High,Oceania
Austria,2020,10.858776092529297,0.924831211566925,71.0250015258789,0.9119098782539368,0.0044160457327961,0.4638301730155945,0.7163522839546204,0.2064996510744094,7.213489055633545,High,Europe
Azerbaijan,2020,9.591531753540039,0.8129158020019531,63.72499847412109,0.8362584511439005,-0.12164613107840218,0.5369890729586283,0.5622008244196574,0.24299906690915424,4.974353472391765,Low,Asia
Bahrain,2020,10.77884006500244,0.8477450609207153,65.82499694824219,0.9452325701713562,0.1150526031851768,0.7984966337680817,0.7295103073120117,0.2968354523181915,6.173175811767578,Medium,Asia
Bangladesh,2020,8.62898063659668,0.7393379211425781,64.42500305175781,0.7774671912193298,-0.0254248306155204,0.7416591644287109,0.4845598936080932,0.3317087888717651,5.27998685836792,Medium,Asia
Belarus,2020,9.86724090576172,0.9167404770851136,66.0,0.656933605670929,-0.1922114193439483,0.5459047555923462,0.5589894652366638,0.1898214071989059,5.821453094482422,Medium,Europe
Belgium,2020,10.799335479736328,0.9035586714744568,70.75,0.7669178247451782,-0.1718907505273819,0.6336267590522766,0.619125485420227,0.2601887881755829,6.838760852813721,High,Europe
Benin,2020,8.06667423248291,0.5066360831260681,55.79999923706055,0.7831146717071533,-0.0861566439270973,0.5318836569786072,0.5565019845962524,0.3045124411582947,4.407745838165283,Low,Africa
Bolivia,2020,8.946366310119629,0.8048108816146851,63.45000076293945,0.8770319223403931,-0.0555599890649318,0.8682082891464233,0.7288234233856201,0.3817911744117737,5.559258937835693,Medium,The Americas
Bosnia and Herzegovina,2020,9.587919235229492,0.8985186815261841,67.25,0.740250825881958,0.1319495290517807,0.9160521626472472,0.6018709540367126,0.3254123032093048,5.51581621170044,Medium,Europe
Botswana,2020,9.632346789042154,0.7659112413724264,54.1750005086263,0.8014961282412211,-0.22826360166072843,0.8050331075986227,0.6511503656705221,0.2774542172749837,3.4591482480367026,Low,Africa
Brazil,2020,9.554622650146484,0.8308321237564087,65.57499694824219,0.7862350940704346,-0.0608062893152236,0.7287722229957581,0.6532996296882629,0.3891385495662689,6.109717845916748,Medium,The Americas
Bulgaria,2020,10.020362854003906,0.9162423610687256,66.4000015258789,0.8182247877120972,-0.0122536551207304,0.9006329774856567,0.6423875093460083,0.2213510572910308,5.597723007202148,Medium,Europe
Burkina Faso,2020,7.646704196929932,0.6677089929580688,55.275001525878906,0.7502264976501465,0.1195748448371887,0.8087453246116638,0.6045120358467102,0.3884775340557098,4.639639854431152,Low,Africa
Cambodia,2020,8.36081600189209,0.7244226336479187,61.70000076293945,0.9630754590034484,0.0472090654075145,0.8630539774894714,0.7707701921463013,0.3898516297340393,4.3769850730896,Low,Asia
Cameroon,2020,8.2067232131958,0.7200466394424438,55.17499923706055,0.6745091676712036,0.0417226403951644,0.8365172147750854,0.6262847781181335,0.3864789605140686,5.241077899932861,Medium,Africa
Canada,2020,10.74034023284912,0.930610716342926,71.3499984741211,0.8868921995162964,0.0428314730525016,0.4340123534202575,0.7384853363037109,0.3066737353801727,7.024904727935791,High,The Americas
Chad,2020,7.320225874582927,0.6668586532274882,52.375,0.5846569736798605,0.1065681477387746,0.8233304818471273,0.5668710072835287,0.4731049040953318,4.2994147936503095,Low,Africa
Chile,2020,10.04196834564209,0.8884122967720032,70.1500015258789,0.7813835740089417,0.0256150756031274,0.8118188381195068,0.7528846263885498,0.3360286056995392,6.1506428718566895,Medium,The Americas
China,2020,9.698712348937988,0.808334469795227,68.625,0.8911229968070984,-0.108709417283535,0.7984966337680817,0.6629610061645508,0.2449182271957397,5.771064758300781,Medium,Asia
Colombia,2020,9.499893188476562,0.7970352172851562,69.17500305175781,0.8401861190795898,-0.0906074568629264,0.807964026927948,0.7585428953170776,0.3401585817337036,5.709175109863281,Medium,The Americas
Comoros,2020,8.094263076782227,0.5786156157652537,59.07500076293945,0.5190255443255106,0.038814722870786925,0.7522585988044739,0.6442758440971375,0.34129034479459125,4.254145463307698,Low,Africa
Costa Rica,2020,9.892345428466797,0.8341995477676392,70.0,0.8893997669219971,-0.1385057121515274,0.7721642851829529,0.7589249014854431,0.3495484590530395,6.338472366333008,Medium,The Americas
Croatia,2020,10.20158576965332,0.9229134917259216,68.7750015258789,0.8366576433181763,-0.0713879689574241,0.9609392881393432,0.6814067959785461,0.2856097519397735,6.507992267608643,High,Europe
Cyprus,2020,10.583157539367676,0.8055593967437744,72.5999984741211,0.7627823352813721,-0.0861657857894897,0.8162317276000977,0.6708356738090515,0.2835224568843841,6.259810447692871,Medium,Asia
Czech Republic,2020,10.56204319000244,0.9640536904335022,68.92500305175781,0.9064220190048218,-0.135277658700943,0.8836995959281921,0.7483424544334412,0.2904416918754577,6.897091388702393,High,Europe
Democratic Republic of the Congo,2020,6.991800308227539,0.6603242039680481,54.525,0.6801564931869507,0.07462738901376718,0.8250572562217713,0.5542883515357971,0.43855888247489927,3.648731327056885,Low,Africa
Denmark,2020,10.924473762512209,0.9473713636398317,71.125,0.9379318356513976,0.0451702959835529,0.2138417512178421,0.7525736689567566,0.2271018922328949,7.514631271362305,High,Europe
Dominican Republic,2020,9.727252960205078,0.8061176538467407,64.19999694824219,0.8346429467201233,-0.1281881928443908,0.6361165642738342,0.7236680388450623,0.3139283061027527,5.168409824371338,Medium,The Americas
Ecuador,2020,9.245415687561035,0.8040085434913635,68.75,0.8285115361213684,-0.1627734750509262,0.8547804951667786,0.7549710273742676,0.4160279631614685,5.354461669921875,Medium,The Americas
Egypt,2020,9.39179515838623,0.6727254986763,63.25,0.7695503234863281,-0.1186070218682289,0.7984966337680817,0.5434516668319702,0.442033588886261,4.4723968505859375,Low,Africa
El Salvador,2020,9.023484230041504,0.6956243515014648,65.25,0.9239448308944702,-0.1323100626468658,0.5830363631248474,0.8105266094207764,0.3294397890567779,5.461926937103272,Medium,The Americas
England,2020,10.639239311218262,0.9293532371520996,70.19999694824219,0.8846240043640137,0.1955483853816986,0.4902039468288421,0.7174813151359558,0.2246551215648651,6.798177242279053,High,Europe
Estonia,2020,10.48802661895752,0.9577704668045044,69.42500305175781,0.954200565814972,-0.0903353095054626,0.3978347778320312,0.7616904377937317,0.1876794993877411,6.452563762664795,Medium,Europe
Ethiopia,2020,7.720122814178467,0.8231375813484192,60.29999923706055,0.768694281578064,0.1827409863471985,0.7838224172592163,0.6145911812782288,0.2515143454074859,4.549219608306885,Low,Africa
Finland,2020,10.765769958496094,0.9616207480430604,71.07499694824219,0.9624236822128296,-0.1226661950349807,0.1636358946561813,0.7479390501976013,0.1928975731134414,7.889349937438965,High,Europe
France,2020,10.650960922241213,0.947354018688202,72.19999694824219,0.8233863115310669,-0.1755139231681823,0.5646405816078186,0.6896242499351501,0.2309504300355911,6.714111804962158,High,Europe
Gabon,2020,9.539880752563477,0.701217532157898,57.92499923706055,0.5283749103546143,-0.1942215114831924,0.7887093424797058,0.5676388144493103,0.4160360395908355,4.886549949645996,Low,Africa
Georgia,2020,9.544404029846191,0.7183459401130676,64.82499694824219,0.7643523812294006,-0.2250129729509353,0.5827347040176392,0.5725843906402588,0.2945120632648468,5.123143196105957,Medium,Asia
Germany,2020,10.855923652648926,0.905080497264862,71.0999984741211,0.8643560409545898,-0.0677168145775795,0.4240887761116028,0.6982660889625549,0.2059271186590194,7.311897754669189,High,Europe
Ghana,2020,8.568556785583496,0.6427033543586731,58.375,0.8237200379371643,0.1957698464393615,0.8470249176025391,0.6746811866760254,0.2527284324169159,5.319483280181885,Medium,Africa
Greece,2020,10.207419395446776,0.7785365581512451,71.0250015258789,0.5646136403083801,-0.2461641281843185,0.7643245458602905,0.6293821334838867,0.3216842114925384,5.787615776062012,Medium,Europe
Guatemala,2020,9.086255391438803,0.7847217122713724,62.5,0.8858320315678915,-0.06554812937974927,0.7935094237327576,0.8247339725494385,0.29491644104321796,6.224893887837728,Medium,The Americas
Guinea,2020,7.864849090576172,0.7319285273551941,53.75,0.5981076955795288,0.0751270204782486,0.7904626727104187,0.7063520550727844,0.3460219800472259,4.972168445587158,Low,Africa
Haiti,2020,8.073848724365234,0.5379759073257446,55.5,0.5914683938026428,0.3737184703350067,0.7204447388648987,0.5806729793548584,0.3587200343608856,3.614928007125856,Low,The Americas
Honduras,2020,8.629249572753906,0.8015646040439606,63.42499923706055,0.8406178951263428,0.08468749746680254,0.8310941755771637,0.7983867526054382,0.2740480452775955,6.021843671798706,Medium,The Americas
Hungary,2020,10.349202156066896,0.9434003829956056,67.3499984741211,0.7709680795669556,-0.1273200809955597,0.8361051082611084,0.6616453528404236,0.2400519400835037,6.038049697875977,Medium,Europe
Iceland,2020,10.852078437805176,0.9832860827445984,72.0250015258789,0.9486271739006042,0.1522171944379806,0.6440638899803162,0.8081478476524353,0.1717951446771621,7.575489521026611,High,Europe
India,2020,8.727785110473633,0.6164115071296692,60.59999847412109,0.9064159393310548,0.0675698220729827,0.7801271080970764,0.6864772439002991,0.3832931220531463,4.223865509033203,Low,Asia
Indonesia,2020,9.351465225219728,0.750896155834198,62.92499923706055,0.8533263802528381,0.529078483581543,0.9138129949569702,0.7422149777412415,0.3513779640197754,4.828147411346436,Low,Asia
Iran,2020,9.577228546142578,0.7572186589241028,66.44999694824219,0.5995944738388062,0.1302978098392486,0.7099016904830933,0.5046365857124329,0.4702450037002563,4.864528179168701,Low,Asia
Iraq,2020,9.087960243225098,0.7078474760055542,63.17499923706055,0.7002145648002625,-0.0206179730594158,0.8491087555885315,0.5853613615036011,0.5315389037132263,4.785165309906006,Low,Asia
Ireland,2020,11.422528266906738,0.9603110551834106,71.19999694824219,0.8820982575416565,0.0004562513495329,0.3556327223777771,0.7526087760925293,0.2464472651481628,7.03493070602417,High,Europe
Israel,2020,10.588619232177734,0.9590721726417542,72.55000305175781,0.831315815448761,-0.0589667484164238,0.7476390600204468,0.5644036531448364,0.2428257316350937,7.194928169250488,High,Asia
Italy,2020,10.573657989501951,0.8898240327835083,71.9749984741211,0.7181554436683655,-0.1567099392414093,0.8440945744514465,0.6138409376144409,0.3110021650791168,6.488356113433838,Medium,Europe
Ivory Coast,2020,8.535457611083984,0.6131063103675842,55.375,0.7699980139732361,0.012312427163124,0.7766872644424438,0.6551474332809448,0.3399190902709961,5.256503582000732,Medium,Africa
Jamaica,2020,9.127867698669434,0.8695536851882935,66.5999984741211,0.8647778034210205,-0.1522385329008102,0.8364131450653076,0.7120029330253601,0.266417920589447,5.424990653991699,Medium,The Americas
Japan,2020,10.59637451171875,0.8872491121292114,74.2249984741211,0.806036114692688,-0.2659346461296081,0.6086985468864441,0.6805382370948792,0.1864610016345977,6.1179633140563965,Medium,Asia
Jordan,2020,9.125218391418455,0.7088398933410645,67.5999984741211,0.7785334587097168,-0.1535932719707489,0.7984966337680817,0.6634199619293213,0.2621752023696899,4.093991756439209,Low,Asia
Kazakhstan,2020,10.140987396240234,0.966448962688446,65.4000015258789,0.8721001148223877,-0.0624268241226673,0.6607988476753235,0.6199889779090881,0.1503599137067794,6.168269157409668,Medium,Asia
Kenya,2020,8.411246299743652,0.6737176179885864,58.09999847412109,0.7020344734191895,0.2513728141784668,0.8365160226821899,0.7382336854934692,0.2969804108142853,4.546584129333496,Low,Africa
Kosovo,2020,9.278607368469238,0.7923744916915894,65.0999984741211,0.8798375725746155,0.3018060028553009,0.9098938703536988,0.5926777124404907,0.2014580368995666,6.294414043426514,Medium,Europe
Kuwait,2020,10.777389208475748,0.8524676958719889,70.0749994913737,0.901042640209198,-0.023804873228073134,0.7984966337680817,0.6746541062990824,0.2540468523899714,6.3233561515808105,Medium,Asia
Kyrgyzstan,2020,8.46087646484375,0.9022229909896852,66.32499694824219,0.934885323047638,0.1005702167749404,0.9313175082206726,0.6721067428588867,0.2578130662441253,6.24958610534668,Medium,Asia
Laos,2020,8.957246780395508,0.6603962779045105,60.79999923706055,0.9150282144546508,0.1361398994922638,0.7479977011680603,0.7137534022331238,0.3583492636680603,5.284390926361084,Medium,Asia
