country_geo,year,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Life Ladder,Life Ladder Category,region
Afghanistan,2012,7.660505771636963,0.5206367373466492,51.70000076293945,0.5309350490570068,0.2341571748256683,0.7756198048591614,0.6135128140449524,0.26791912317276,3.782937526702881,Low,Asia
Albania,2012,9.32616138458252,0.7845017910003662,68.16000366210938,0.6015121340751648,-0.1729880422353744,0.8476752042770386,0.553473174571991,0.2713932394981384,5.510124206542969,Medium,Europe
Algeria,2012,9.329961776733398,0.8393968939781189,65.69999694824219,0.5866634845733643,-0.1791028529405594,0.6901163458824158,0.5400585532188416,0.2297156602144241,5.60459566116333,Medium,Africa
Argentina,2012,10.090749740600586,0.9017763733863832,66.54000091552734,0.7474983930587769,-0.1534416675567627,0.8165462017059326,0.744064211845398,0.2722191214561462,6.468387126922607,Medium,The Americas
Armenia,2012,9.238924980163574,0.6764464378356934,65.27999877929688,0.5018637776374817,-0.2200271785259246,0.8925443887710571,0.4698740541934967,0.4638554453849792,4.319711685180664,Low,Asia
Australia,2012,10.744205474853516,0.9445990324020386,70.36000061035156,0.9351462721824646,0.2682772576808929,0.3682517409324646,0.72809237241745,0.2143969088792801,7.19558572769165,High,Oceania
Austria,2012,10.883644104003906,0.945142388343811,70.0999984741211,0.9197039008140564,0.1121185570955276,0.7705857753753662,0.712149977684021,0.1566749960184097,7.400688648223877,High,Europe
Azerbaijan,2012,9.548772811889648,0.7618732452392578,62.2599983215332,0.5988590717315674,-0.1456230282783508,0.7631548047065735,0.5233128666877747,0.2660934031009674,4.91077184677124,Low,Asia
Bahrain,2012,10.774645805358888,0.911349594593048,65.4800033569336,0.6818228960037231,-0.0216132979840039,0.4379152655601501,0.5594157576560974,0.3808147609233856,5.027186870574951,Medium,Asia
Bangladesh,2012,8.23135757446289,0.5817652940750122,62.2400016784668,0.6676822900772095,-0.0511566363275051,0.764894425868988,0.5371347069740295,0.1832453906536102,4.724443912506104,Low,Asia
Belarus,2012,9.83153247833252,0.9019615054130554,63.41999816894531,0.6452488303184509,-0.223155677318573,0.6574302315711975,0.515112578868866,0.1807645261287689,5.7490434646606445,Medium,Europe
Belgium,2012,10.78334140777588,0.9271170496940612,69.5199966430664,0.8552666306495667,-0.0560603737831115,0.7575725317001343,0.7181869745254517,0.2382768094539642,6.935122013092041,High,Europe
Benin,2012,7.894076347351074,0.5230273008346558,53.52000045776367,0.7689710855484009,-0.114408366382122,0.8059776425361633,0.563014566898346,0.2306645363569259,3.193468809127808,Low,Africa
Bolivia,2012,8.846890449523926,0.7808194160461426,62.09999847412109,0.8623796701431274,-0.0190016850829124,0.8397014141082764,0.6993523836135864,0.4088801443576813,6.018894672393799,Medium,The Americas
Bosnia and Herzegovina,2012,9.30983543395996,0.7788598537445068,67.0,0.4197893142700195,-0.0158858317881822,0.953421950340271,0.4686013460159302,0.3382406830787658,4.773144721984863,Low,Europe
Botswana,2012,9.470852851867676,0.8367431163787842,51.47999954223633,0.7994102239608765,-0.1969595849514007,0.8144228458404541,0.6949411630630493,0.1712573617696762,4.835938930511475,Low,Africa
Brazil,2012,9.64376735687256,0.8903141021728516,64.22000122070312,0.8486063480377197,-0.0216132979840039,0.6225431561470032,0.6853108406066895,0.3497586846351623,6.660003662109375,High,The Americas
Bulgaria,2012,9.84753131866455,0.8379666209220886,65.4800033569336,0.6412564516067505,-0.1807703971862793,0.9382086992263794,0.5095552802085876,0.2366328239440918,4.222297191619873,Low,Europe
Burkina Faso,2012,7.482338905334473,0.7437657713890076,52.08000183105469,0.6218487024307251,-0.0719735920429229,0.7262868881225586,0.4865668416023254,0.2997229397296905,3.955008029937744,Low,Africa
Cambodia,2012,8.013453483581543,0.6055285930633545,59.68000030517578,0.9555957913398744,0.2415608018636703,0.8901361227035522,0.7134342789649963,0.3518585860729217,3.8987069129943848,Low,Asia
Cameroon,2012,8.12325382232666,0.7428373098373413,50.47999954223633,0.7660642266273499,-0.041452083736658,0.8980287909507751,0.6166397333145142,0.2844478785991668,4.24463415145874,Low,Africa
Canada,2012,10.739143371582031,0.948128342628479,70.91999816894531,0.9179611206054688,0.2843524515628814,0.4656018316745758,0.7755687832832336,0.2293320894241333,7.415144443511963,High,The Americas
Chad,2012,7.478353500366211,0.6728664636611938,49.36000061035156,0.5629081130027771,-0.0392358973622322,0.884475827217102,0.4982290863990783,0.3157471418380737,4.032974720001221,Low,Africa
Chile,2012,10.06339168548584,0.8552355766296387,68.86000061035156,0.7336109280586243,0.186461716890335,0.7821174263954163,0.7361389994621277,0.2875921130180359,6.599128723144531,High,The Americas
